,name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,label
26,I've Got a Name for the Newborn Child,Haw (Remastered),Hiss Golden Messenger,5Ay0y0wtySJyntkWYn1NbA,2013-04-02,0,192791,0.7,0.513,0.531,4.27e-06,0.0918,0.602,-11.063,0.0253,95.534,11,4,like
27,A Little Bit Of Everything,Nothing Is Wrong,Dawes,5UDEGEbvqFwrzT2P2PcJ27,2011-06-07,0,339493,0.51,0.395,0.393,0.0,0.138,0.269,-9.526,0.0364,143.739,5,4,like
28,Learning to Lose (feat. Willie Nelson),All American Made,Margo Price,7AA9ZppMBiNOGSW0nR6hxc,2017-10-20,31,379855,0.525,0.71,0.249,0.011,0.11,0.223,-11.587,0.0278,75.063,2,4,like
29,Hangin’ Around,The Muscle Shoals Recordings,The Steeldrivers,5jiV53HABsmPO0y0138jwf,2015-01-01,0,171506,0.487,0.539,0.558,5.12e-06,0.308,0.668,-8.793,0.0289,93.959,7,4,like
30,Turtles All the Way Down,Metamodern Sounds in Country Music,Sturgill Simpson,4NE3oWyUQI2b2NjyMyC8Bi,2014-05-13,61,188186,0.553,0.306,0.314,0.000578,0.104,0.585,-9.217,0.0396,91.7,4,4,like
31,Hurricane,Top Hat Crown & the Clapmaster's Son,The Band Of Heathens,3s5NrHgyTkuinl0TgHCHeK,2016-01-01,63,319227,0.362,0.39,0.421,0.0,0.0971,0.356,-8.824,0.0437,64.763,7,4,like
32,Here and Heaven,The Goat Rodeo Sessions,Various Artists,54CtOOuhXdUKGpG0KsEVDD,2011-10-21,0,233413,0.515,0.929,0.222,0.0157,0.132,0.383,-12.798,0.0351,123.481,2,4,like
33,Buddy,Good Times,Willie Nelson,1dbQNSAXlOEtngcIZAOfPO,1968-09-01,44,135973,0.598,0.9,0.0833,0.000381,0.114,0.453,-14.861,0.0566,108.199,0,4,like
34,Will the Circle Be Unbroken?,Worship & Faith,Randy Travis,6j6ajWXAks6e2bsaiJe5RS,2003-11-11,41,187733,0.426,0.103,0.494,0.0,0.318,0.614,-9.482,0.0278,168.075,2,4,like
35,Highland Grace,Heart Like a Levee,Hiss Golden Messenger,3KN0D3jPB4Hqi1xyuOoeKL,2016-10-07,0,358440,0.682,0.649,0.319,5.7e-05,0.113,0.21,-9.927,0.0395,121.787,3,4,like
36,Dust in a Baggie,Billy Strings - EP,Billy Strings,2Lk8XTulavagQOrYqFpGB8,2016-06-10,61,174173,0.519,0.252,0.776,2.92e-05,0.157,0.653,-7.051,0.0309,137.29,7,4,like
37,Forget About Georgia,Lukas Nelson & Promise Of The Real,Lukas Nelson and Promise of the Real,0PkT17sTXfokKBGc2fXjFG,2017-08-25,41,497280,0.624,0.241,0.599,0.0318,0.183,0.297,-6.53,0.0293,128.861,1,4,like
38,That's How I Got To Memphis,"Tom T. Hall - Storyteller, Poet, Philosopher",Tom T. Hall,5NmBhMK9Pfu1XNAyzmxIro,1995-11-14,53,182466,0.707,0.168,0.432,0.000156,0.207,0.761,-13.432,0.0368,109.964,4,4,like
39,Wayside/Back in Time,Soul Journey,Gillian Welch,7kBgZQP85cQBKKDTmjcDf3,2003-06-03,41,208373,0.635,0.227,0.322,0.0,0.114,0.401,-9.738,0.0271,78.612,9,4,like
40,Night Train to Memphis,Lil G.L.'s Honky Tonk Jubilee,Charley Crockett,3pVdkayqYRPWwhWbgd7MSb,2017-09-08,31,139333,0.604,0.771,0.625,3.83e-05,0.108,0.943,-8.583,0.0328,86.941,2,4,like
41,Just Breathe (feat. Lukas Nelson),Heroes,Willie Nelson,3rIgqH7rTzpB7Gtvo6oDsA,2012-05-14,51,242280,0.489,0.712,0.327,0.0012,0.135,0.282,-12.523,0.0285,99.544,0,4,like
42,I'll Get Along,Home Again,Michael Kiwanuka,7cId5hbuOHH7uAbpe4pIEl,2012-01-01,43,208680,0.659,0.371,0.547,1.94e-06,0.0961,0.694,-9.901,0.0235,94.266,9,4,like
43,Give It Up or Let Me Go - 2008 Remaster,Give It Up (2008 Remaster),Bonnie Raitt,4GyoNlQeLSHFZX2txg7cOr,1972,33,269600,0.494,0.4,0.729,0.00938,0.173,0.818,-11.616,0.0284,99.671,5,4,like
44,That Wasn't Me,Bear Creek,Brandi Carlile,6iqAJh3X8bf94eo4reme5L,2012-06-04,44,222293,0.543,0.785,0.327,0.0,0.0888,0.249,-6.813,0.0368,135.257,9,3,like
45,Space Captain - Live At The Fillmore East/1970,Mad Dogs & Englishmen (Live At The Fillmore East/1970/Reissue),Joe Cocker,0a3kDhZaZDNJJO25zNryki,1970-08-01,27,315200,0.42,0.63,0.713,4.83e-05,0.78,0.539,-7.632,0.0912,148.284,0,4,like
46,Ain't Wastin' Time No More,Eat A Peach,Allman Brothers Band,4euYSSvpQZSAQ4gThyL2QD,1972-02-12,58,221890,0.453,0.337,0.607,0.024,0.0998,0.724,-13.4,0.0345,91.47,3,4,like
47,Northwest Passage,Northwest Passage (Remastered),Stan Rogers,1LMJZeNGgZ5aqHR1yqd8Fy,1981,0,289733,0.598,0.828,0.134,0.0,0.116,0.424,-10.243,0.0952,107.985,2,3,like
48,Tessellate,An Awesome Wave,alt-J,1o22EcqsCANhwYdaNOSdwS,2012-09-18,57,181400,0.702,0.364,0.607,0.0271,0.123,0.436,-6.509,0.0405,116.969,2,4,like
49,Balance,On the Water,Future Islands,5waH4K1bmTMlikre01uqKi,2011-10-11,51,246426,0.472,0.000373,0.855,0.93,0.887,0.167,-6.937,0.069,154.908,0,4,like
50,For What It's Worth,Power Of The Pontchartrain,Tab Benoit,3xDzENGFlOcJArnPahlx13,2007-01-01,42,317146,0.717,0.108,0.377,0.277,0.082,0.758,-12.173,0.0323,100.571,9,4,like
51,Here Comes the Sun,Songs of Joy & Peace,Yo-Yo Ma,3Kyj1MN9XwnxT8wNDchLl5,2008,25,170386,0.366,0.915,0.164,0.000749,0.108,0.463,-14.356,0.0386,114.848,5,5,like
52,Annabel,Fortune Favors the Bold,49 Winchester,4YFNB1J1F6eOAjBlpMq8xY,2022-05-13,30,180596,0.697,0.255,0.537,4.64e-06,0.285,0.512,-7.666,0.0441,141.956,7,4,like
0,True Love Is Hard to Find,True Love,Toots & The Maytals,663Xajl8mcdyI9JfVTZ07n,2004-04-06,0,267400,0.582,0.225,0.725,0.0,0.109,0.56,-3.669,0.0683,89.505,2,4,like
1,Night Nurse,Night Nurse,Gregory Isaacs,2SExqG9hbE7tMbiqbOHpMK,1982,0,249533,0.842,0.0513,0.361,0.0245,0.0387,0.886,-11.15,0.188,73.899,7,4,like
2,Pain In My Heart,Light Your Light,Toots & The Maytals,6GLBenWqM0hgH3SCJHABGW,2007-01-01,7,227413,0.73,0.111,0.634,1.97e-05,0.174,0.532,-6.882,0.0448,92.476,8,4,like
3,Love So Strong,Light Your Light,Toots & The Maytals,6MiWrPtLSja6HcyzHr2rZK,2007-01-01,5,232426,0.683,0.315,0.791,0.000101,0.253,0.79,-6.242,0.205,92.623,2,4,like
4,I Am That I Am,Equal Rights (Legacy Edition),Peter Tosh,2PyDqCtFcXsucZqTF4rE3i,1977,50,269546,0.791,0.0649,0.481,1.47e-06,0.0247,0.926,-9.39,0.124,146.032,4,4,like
5,Country Road,Funky Kingston,Toots & The Maytals,78idK1ANg6tbO8d67GD09B,1973-01-01,57,205200,0.624,0.43,0.329,0.000525,0.0798,0.915,-16.005,0.143,175.024,8,4,like
6,Top Ten,Greatest Hits,Gregory Isaacs,7MXIvMnJNngNHFvg8QF5OH,2016-02-12,0,220065,0.845,0.166,0.623,3.37e-05,0.113,0.671,-3.198,0.086,147.11,0,4,like
7,She's Still Loving Me,Three In One,Morgan Heritage,0cPDcjcb0msiFZG9KylxzR,2003,0,267733,0.676,0.406,0.731,0.0,0.0587,0.961,-5.077,0.0684,80.774,10,4,like
8,That's Not True,Higher Place,Skip Marley,4MbHdE6u1WVqqzwbHLkKUL,2020-08-28,54,208893,0.71,0.153,0.728,0.0,0.145,0.859,-4.736,0.0873,133.999,6,4,like
9,Gimme Likkle One Drop,Gimme Likkle One Drop - Single,Tarrus Riley,3yf6pp33fEh7TbUXsN6nzG,2012-12-28,0,174504,0.673,0.238,0.749,0.0,0.0822,0.832,-4.013,0.141,87.064,4,4,like
10,No Cigarette Smoking (In My Room),Revelation Part 1: The Root Of Life,Stephen Marley,3eRlXM0tGtAuBuUGuJRxxw,2011-01-01,48,220493,0.703,0.0349,0.525,0.0,0.0631,0.766,-4.859,0.0956,135.835,6,4,like
11,Buffalo Soldier,Confrontation,Bob Marley & The Wailers,7BfW1eoDh27W69nxsmRicb,1983,73,255840,0.929,0.143,0.463,5.3e-06,0.0634,0.755,-8.651,0.308,124.084,9,4,like
0,Hysteric,It's Blitz! (Deluxe Edition),Yeah Yeah Yeahs,3zH9RnVnw2v4TemWU5j6Qz,2009-03-06,40,230346,0.574,0.000228,0.674,0.169,0.103,0.385,-6.537,0.0277,132.036,10,4,like
1,Breezeblocks,An Awesome Wave,alt-J,3n69hLUdIsSa1WlRmjMZlW,2012-09-18,69,227080,0.615,0.096,0.658,0.000911,0.205,0.293,-7.299,0.0343,150.093,5,4,like
2,Lazy Eye,The Singles Collection,Silversun Pickups,7eZyj92v6bZsoQ85MxWZsO,2014-02-25,45,354360,0.633,0.0401,0.831,0.693,0.117,0.243,-5.053,0.0461,127.397,4,4,like
3,Hang Me Up To Dry,Robbers & Cowards,Cold War Kids,3IXRdLsQib8m0hBbQpe7T8,2007-05-11,65,218786,0.509,0.0219,0.922,0.00117,0.496,0.645,-2.823,0.031,92.5,9,4,like
4,The Funeral,Everything All The Time,Band of Horses,5lRzWDEe7UuedU2QPsFg0K,2006-03-21,69,322173,0.319,0.016,0.757,0.0,0.102,0.101,-6.117,0.0432,122.465,0,4,like
5,Naive,Inside In / Inside Out,The Kooks,2RUhtNBh43RtSg0WBPPq3m,2006-01-01,65,203506,0.547,0.0688,0.816,0.0,0.127,0.722,-6.165,0.0624,102.765,8,4,like
6,"Steady, As She Goes",Broken Boy Soldiers,The Raconteurs,4xlEKYv7HmC8zXoJIbpZKM,2006-05-15,65,215266,0.525,0.0132,0.578,0.00916,0.108,0.537,-4.563,0.12,123.696,9,4,like
7,On Melancholy Hill,Plastic Beach,Gorillaz,0q6LuUqGLUiCPP1cbdwFs3,2010-03-03,78,233866,0.689,1.51e-05,0.739,0.509,0.064,0.578,-5.81,0.026,120.423,2,4,like
8,King of Spain,The Wild Hunt,The Tallest Man On Earth,7nf794AzR4NDuhNOnkJoOd,2010-04-13,43,206186,0.389,0.757,0.493,2.45e-06,0.116,0.375,-8.342,0.0344,131.523,8,4,like
9,I Can Change,This Is Happening,LCD Soundsystem,2073QOEC8rBtSyTsRyaWiP,2010-05-17,58,352003,0.644,0.00215,0.73,0.00178,0.233,0.695,-6.565,0.0287,116.981,1,4,like
10,Wide Eyes,Gorilla Manor,Local Natives,44DnIGEvTlhDkGv3xLSDcp,2010-02-16,47,266053,0.528,0.00131,0.86,0.25,0.251,0.49,-8.033,0.0397,123.12,11,4,like
11,At Home,Star Of Love,Crystal Fighters,3dXNrqnhNUPdrkvnj8TjvX,2010,34,306440,0.65,0.105,0.894,0.13,0.123,0.35,-4.788,0.0308,105.014,11,4,like
12,Wake Up,Funeral,Arcade Fire,6Hmj7SrLRbreLVfVS7mV1S,2004-06-16,62,335333,0.252,0.12,0.8,0.0538,0.118,0.29,-4.845,0.0368,139.361,0,4,like
13,Obstacle 1,Turn On The Bright Lights,Interpol,1ZBqJilDGBVYktvlCEo9jC,2002-08-20,61,251293,0.377,5.18e-05,0.938,0.58,0.0705,0.385,-4.9,0.0618,120.514,5,4,like
14,How Soon Is Now? - 2011 Remaster,Hatful of Hollow,The Smiths,1YrnDTqvcnUKxAIeXyaEmU,1984,71,408173,0.398,0.000854,0.93,0.121,0.0874,0.725,-6.76,0.0615,190.818,11,4,like
0,You Send Me - Live,Sam Cooke At the Copa,Sam Cooke,3SSME22KikEJx7H5t2zvAI,1964-10,0,295626,0.402,0.771,0.278,0.0,0.897,0.386,-12.119,0.189,77.576,4,4,like
1,La Vie En Rose - Single Version,All Time Greatest Hits,Louis Armstrong,6BGu9IJlUza0h7YrTWElnD,1994-01-01,0,205973,0.568,0.826,0.122,0.00136,0.0755,0.325,-10.547,0.0702,70.775,0,4,like
2,L-O-V-E - Remastered,The Unforgettable Nat King Cole (Remastered),Nat King Cole,7E3rc13GL2I5wA6CIFXaxs,2000-01-01,0,153466,0.574,0.694,0.187,0.0,0.0792,0.727,-14.762,0.0738,77.859,11,4,like
3,What's Going On,What's Going On - 40th Anniversary (Super Deluxe),Marvin Gaye,34b3a3Pz9Jlz0092LMyNAB,1971-05-21,0,232600,0.265,0.0991,0.824,0.0,0.359,0.811,-5.654,0.0991,203.206,1,4,like
4,When I Fall In Love,The Ultimate Collection,Nat King Cole,6bZf2VcN25Hu7jcLNkc5NC,2008-01-01,0,191266,0.162,0.8,0.129,0.00247,0.106,0.0832,-19.644,0.0356,81.561,1,4,like
5,This Magic Moment,Up on the Roof: The Best of the Drifters,The Drifters,7pOWWGpUc3T05IXfymgIP3,2005-02-08,48,146813,0.34,0.576,0.371,1.64e-06,0.0896,0.62,-8.871,0.0348,139.039,0,4,like
6,Strangers In The Night,Ultimate Sinatra,Frank Sinatra,3O8s4pon1omITzB07t6oNx,2015-04-17,42,156240,0.291,0.705,0.482,0.0,0.272,0.567,-7.948,0.0272,90.55,5,4,like
7,The Way You Look Tonight,Ultimate Sinatra,Frank Sinatra,0shGCs5AkhwJIgUb0SSz2B,2015-04-17,50,201200,0.592,0.856,0.369,0.0,0.352,0.529,-8.68,0.032,132.952,5,4,like
8,Fly Me To The Moon,Ultimate Sinatra,Frank Sinatra,2dR5WkrpwylTuT3jRWNufa,2015-04-17,61,147146,0.67,0.525,0.365,0.0,0.0575,0.45,-10.158,0.0566,119.347,0,4,like
9,Come Fly With Me - Remastered 1998,Come Fly With Me (Expanded Edition),Frank Sinatra,4hHbeIIKO5Y5uLyIEbY9Gn,1958,62,199093,0.494,0.847,0.338,0.0,0.165,0.499,-11.376,0.0464,134.106,6,1,like
10,I've Got You Under My Skin - Remastered 1998,Songs For Swingin' Lovers! (Remastered),Frank Sinatra,3aEJMh1cXKEjgh52claxQp,1956-03,65,223760,0.583,0.448,0.247,9.7e-06,0.107,0.592,-12.612,0.04,127.145,1,4,like
11,Summer Wind,Ultimate Sinatra,Frank Sinatra,5ZXHIeyneAhJHjR1JQ2cYs,2015-04-17,41,174840,0.346,0.394,0.429,0.0,0.166,0.545,-8.208,0.0291,132.422,8,3,like
12,What A Wonderful World - Single Version,All Time Greatest Hits,Louis Armstrong,2pp3RfqX5cb1BAnmNi4Nej,1994-01-01,0,140333,0.388,0.732,0.327,0.00103,0.15,0.222,-12.522,0.0317,107.894,5,3,like
13,Summertime,Porgy And Bess,Louis Armstrong,7LHdSTKBYwB4GuiDwgsHri,1958-01-01,0,298133,0.152,0.907,0.0882,0.00371,0.107,0.121,-21.102,0.0336,65.923,8,4,like
14,Dream A Little Dream Of Me,Ella & Friends,Ella Fitzgerald,5MjAGtm2ihbBK9G30ZN3Ju,1996-01-01,0,187693,0.549,0.918,0.169,0.0,0.159,0.36,-13.433,0.0779,79.318,9,4,like
15,Cheek To Cheek,Ella and Louis,Ella Fitzgerald,1gcuhZPKmTYvn5VT5EZLR6,1956-01-01,0,353266,0.654,0.595,0.311,0.0,0.125,0.677,-13.314,0.106,122.167,0,4,like
16,Cabaret,Hello Louis - The Hit Years (1963-1969),Louis Armstrong,7jJ1VKRISQ1cLKVKce4NKJ,2010-01-01,0,165400,0.419,0.657,0.553,0.0008,0.0993,0.652,-5.124,0.0313,162.231,1,4,like
17,That's Amore - 1996 Digital Remaster,The Capitol Years,Dean Martin,7ha6LU5Dle7FGBh0I9LZIa,1996-05-30,0,188466,0.505,0.663,0.155,0.0,0.101,0.463,-12.959,0.0336,79.221,10,4,like
18,Volare (Nel Blu Di Pinto Di Blu) - Remastered 1998,This Is Dean Martin,Dean Martin,5OkKOkdVTKFrYi6GWXkMzR,1958,66,181626,0.612,0.88,0.144,0.0,0.203,0.343,-12.204,0.0352,128.629,6,4,like
19,Everybody Loves Somebody,The Reprise Years,Dean Martin,78VG6M1i7JQXBdygmWFwye,2013-11-19,49,161640,0.26,0.806,0.49,0.0,0.336,0.399,-9.121,0.0415,80.599,3,4,like
20,Unforgettable,The Unforgettable Nat King Cole (Remastered),Nat King Cole,5h1mm1R9Jy531CbvptILX7,2000-01-01,0,208640,0.286,0.807,0.31,0.000128,0.0988,0.153,-12.368,0.0275,86.966,2,4,like
21,"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",Back To Black: B-Sides,Amy Winehouse,6CQaVuICm1WVXyy3SZ5jEI,2007-01-01,0,233733,0.757,0.736,0.367,0.0,0.157,0.681,-5.759,0.0354,96.008,5,4,like
22,Here In My Arms,Coming Home (Deluxe),Leon Bridges,6squXSZ3rl7tENdZiOuIEj,2015-06-23,54,126920,0.555,0.606,0.414,0.00615,0.0969,0.673,-8.514,0.0261,73.64,1,4,like
23,How Long Do I Have To Wait For You?,Naturally,Sharon Jones & The Dap-Kings,4fMXQkXkfmO6KWKVwxvkWT,2005,0,243760,0.675,0.473,0.909,0.0124,0.095,0.969,-3.402,0.0469,103.961,10,4,like
24,Body and Soul,Duets II,Tony Bennett,01hJnhpAmjzg85Etnz2ECH,2011-09-20,60,200586,0.342,0.87,0.249,5.09e-05,0.152,0.203,-11.812,0.0277,94.746,1,3,like
25,Me & Mr Jones,Back To Black,Amy Winehouse,5RqIM2vv5nw2PGJBqPD8Rg,2006-10-27,58,151573,0.59,0.537,0.803,0.0,0.105,0.477,-2.518,0.085,87.851,4,4,like
26,Love Is A Losing Game,Back To Black,Amy Winehouse,570ZDO2Lmh6NQChOU5xPUL,2006-10-27,56,154160,0.48,0.317,0.561,0.00641,0.184,0.541,-5.874,0.027,164.791,0,4,like
27,In Napoli,The Capitol Years,Dean Martin,2hoDU85Y4JKKl5zZQT0Uqf,1996-05-30,0,174533,0.236,0.782,0.226,0.0,0.394,0.238,-13.901,0.0338,74.449,7,3,like
28,Danke Schoen - Remastered,"Wild, Cool & Swingin'",Wayne Newton,1BfbdFWT4wirsQ5BNgmN52,1999-01-01,36,154933,0.388,0.293,0.211,0.0,0.221,0.508,-16.875,0.0483,144.561,0,4,like
29,Shangri-La - Remastered,Mr. Las Vegas,Wayne Newton,4UuN9diWPzqN63pBybiOz8,2005-01-01,5,88720,0.325,0.265,0.482,0.0,0.587,0.749,-9.124,0.0455,164.095,5,4,like
30,Sway (Quien Sera),"Hey, Brother Pour The Wine",Dean Martin,4nbILrYODP667b3d66ZMzI,1964,62,162960,0.601,0.727,0.239,1.43e-06,0.0748,0.569,-12.175,0.0384,120.036,2,4,like
31,Feeling Good,The Sammy Davis Jr. Show with Special Guests Stars Frank Sinatra and Dean Martin,Sammy Davis Jr.,6pY1AWqj42B5pngwtgyTJ4,2005-11-22,44,183000,0.37,0.8,0.207,0.0,0.0918,0.159,-14.98,0.0471,63.418,7,4,like
32,When Lights Are Low,Linger Awhile with Vic Damone,Vic Damone,7Kb0Y4Qmy8xQVuz83of6Nh,2012-01-01,27,141760,0.54,0.631,0.41,0.0,0.142,0.453,-11.914,0.0384,138.511,3,4,like
33,The Best Things In Life Are Free,Autumn In New York,Jo Stafford,2QPxNZFYWCEtvLRQ8cEVli,1955-01-01,37,144840,0.545,0.756,0.362,0.0,0.0837,0.793,-8.472,0.0532,165.153,3,4,like
34,Unchained Melody,The Very Best Of The Righteous Brothers - Unchained Melody,The Righteous Brothers,1jFhnVoJkcB4lf9tT0rSZS,1990,60,216266,0.361,0.563,0.219,0.0,0.558,0.26,-16.553,0.0285,98.532,0,3,like
35,Under the Boardwalk,Under the Boardwalk,The Drifters,65jrjEhWfAvysKfnojk1i0,1964-06-01,67,161960,0.747,0.908,0.226,0.000168,0.107,0.778,-13.635,0.0414,123.792,7,4,like
36,Dance Me To The End Of Love,Careless Love,Madeleine Peyroux,5xqdfnqW6GijQLopbufMb5,2004-01-01,0,235640,0.599,0.835,0.406,0.00113,0.112,0.454,-9.955,0.0376,138.152,5,4,like
0,Sinnerman,Pastel Blues,Nina Simone,5xRP5iyVdGglqlY4Vcjhkx,1965-10-01,60,622000,0.439,0.654,0.543,9.79e-06,0.0937,0.671,-13.35,0.0975,146.704,11,4,like
1,Time Is On My Side,Wish Someone Would Care,Irma Thomas,6IpxLzChgCbFSJwso2Q84D,1964,46,172666,0.518,0.619,0.622,0.00992,0.513,0.601,-8.805,0.0349,95.958,0,4,like
2,California Dreamin',Quentin Tarantino's Once Upon a Time in Hollywood Original Motion Picture Soundtrack,Various Artists,3rU0sziIji4mxvd39x6Z5X,2019-07-26,44,249693,0.365,0.772,0.515,4.74e-06,0.0861,0.506,-9.359,0.0347,95.36,7,4,like
3,Blind Willie McTell - Studio Outtake - 1983,The Best of The Bootleg Series,Bob Dylan,4pmiUthPjTO9wSiYhwsccL,2020-10-02,15,351986,0.467,0.851,0.212,6.35e-06,0.0812,0.412,-13.209,0.031,157.395,1,4,like
4,Bang Bang (My Baby Shot Me Down),How Does That Grab You?,Nancy Sinatra,4JLcAU2xY90qTkTSNM1lUa,1966-01-01,66,162446,0.433,0.982,0.174,0.101,0.111,0.366,-18.791,0.0537,95.802,5,4,like
5,Sugar Man,Cold Fact,Rodríguez,17nOJOcPbcl4sKzM2yyYDp,1970-03-05,59,229413,0.463,0.77,0.577,0.0,0.598,0.43,-6.542,0.043,97.83,5,4,like
6,"Mrs. Robinson - From ""The Graduate"" Soundtrack",Bookends,Simon & Garfunkel,0iOZM63lendWRTTeKhZBSC,1968-04-03,79,244026,0.606,0.713,0.457,2.53e-05,0.0747,0.813,-14.035,0.0497,92.033,6,4,like
7,Use Me,Still Bill,Bill Withers,4gRA0i5sxx3jAhHaVjPnUN,1972-05-01,66,228326,0.758,0.033,0.586,0.0028,0.0743,0.947,-13.461,0.056,154.629,11,4,like
8,Funnel Of Love,The Capitol Singles 1959-1961,Wanda Jackson,6uJXOi796U1D8iW9fj2ZGn,2020-10-23,56,128426,0.6,0.726,0.593,0.0,0.399,0.912,-9.799,0.0452,134.979,0,4,like
9,I Put A Spell On You,I Put A Spell On You,Nina Simone,0sjxRg1VlYfx4YG7uxurrq,1965-06-01,69,155026,0.428,0.755,0.398,0.000537,0.172,0.365,-9.13,0.0295,88.886,6,3,like
10,Changes - 2013 Remaster,Vol. 4 (2014 Remaster),Black Sabbath,3b7wNR330iKhql9dEdbNci,1972-09-25,45,282497,0.29,0.0321,0.215,1.66e-05,0.106,0.191,-12.762,0.0327,80.814,0,3,like
11,Blowin' in the Wind,The Freewheelin' Bob Dylan,Bob Dylan,18GiV1BaXzPVYpp9rmOg0E,1963-05-27,66,165426,0.38,0.914,0.0993,2.32e-05,0.0605,0.44,-20.567,0.0509,174.874,2,4,like
12,All My Love - 1990 Remaster,In Through the out Door (1994 Remaster),Led Zeppelin,6lrh9jZ1xoMwoErgPSj2rY,1979-08-15,0,351266,0.599,0.131,0.744,0.00275,0.0795,0.723,-8.72,0.0316,91.259,7,4,like
13,Dogs,Animals,Pink Floyd,2jvuMDqBK04WvCYYz5qjvG,1977-01-23,58,1025280,0.321,0.076,0.479,0.00475,0.151,0.14,-11.395,0.05,109.289,2,4,like
14,Magic Man,Dreamboat Annie,Heart,4sUlsy0tPv9n5nqrqeA0lE,1975,59,328360,0.435,0.159,0.444,0.000697,0.457,0.734,-12.816,0.0336,103.817,0,4,like
15,Oh Louisiana,San Francisco Dues,Chuck Berry,0j4srnVsqW8qXpZ5zlwzoI,1971-01-01,42,270293,0.698,0.732,0.375,0.174,0.128,0.796,-14.242,0.0449,80.194,4,4,like
16,Little Wing,Couldn't Stand The Weather (Legacy Edition),Stevie Ray Vaughan,5XNpdKmlLJPUbwKQceX2tW,1984,57,408480,0.475,0.362,0.383,0.749,0.0728,0.524,-14.202,0.0375,114.709,1,4,like
17,Jungle,Both Sides of the Sky,Jimi Hendrix,4f5nUYzeUioPwNbz2mGx5S,2018-03-09,54,208120,0.497,0.0558,0.499,0.73,0.222,0.516,-12.348,0.056,174.608,9,3,like
18,Supernaut - 2014 Remaster,Vol. 4 (2014 Remaster),Black Sabbath,1fJTWLZHIAwPdGoBzEYnhp,1972-09-25,42,271123,0.381,0.000272,0.817,0.0017,0.0522,0.645,-10.454,0.064,120.748,7,4,like
19,Spooky (Single Version),Love Songs,Dusty Springfield,4RYwE31p4KflK1h7J7m1Yt,2020-01-31,61,164933,0.776,0.419,0.47,0.0,0.139,0.963,-10.308,0.0318,106.329,4,4,like
20,People Get Ready,People Get Ready,The Impressions,6AeG6jSoAVbmUFO6LyYmBf,1965-02-07,54,163360,0.414,0.894,0.249,8.37e-06,0.188,0.341,-12.674,0.0369,142.442,1,3,like
21,I Got So High That I Saw Jesus (feat. Miley Cyrus) - Live Recording,I Got So High That I Saw Jesus (feat. Miley Cyrus) [Live Recording],Noah Cyrus,6lQCFhlbA7boPBesUokiDU,2020-10-26,45,213095,0.544,0.81,0.376,0.0,0.327,0.336,-6.734,0.0306,139.72,9,4,like
0,Method Man,Enter The Wu-Tang (36 Chambers) [Expanded Edition],Wu-Tang Clan,5XLC8xoqyua4U7wJiZAWik,1993-11-09,58,350640,0.904,0.0268,0.429,0.000556,0.332,0.648,-13.782,0.27,101.553,11,4,like
1,Slam,Bacdafucup,Onyx,0W2mz7mvaBaEsC4rmoRNPn,1993-03-30,59,218333,0.876,0.0646,0.71,0.00308,0.918,0.725,-12.908,0.347,98.312,11,4,like
2,Mind Playing Tricks on Me,We Can't Be Stopped,Geto Boys,63BokRfXSQhEU6Qi2dSJpZ,1991-07-02,63,308733,0.886,0.207,0.512,0.0,0.0991,0.454,-11.825,0.237,93.997,10,4,like
3,Mathematics,Black On Both Sides,Mos Def,3gRlmtdCyNoKiyozn2pqc9,1999-10-12,58,246440,0.753,0.0285,0.749,0.0,0.0845,0.832,-6.132,0.316,93.79,1,4,like
4,N.Y. State of Mind,Illmatic XX,Nas,5zwz05jkQVT68CjUpPwFZe,2014-04-15,54,293973,0.665,0.0394,0.91,0.0,0.227,0.887,-4.682,0.223,84.099,6,4,like
5,Devil's Son,Devil's Son EP (From the Vaults),Big L,3CEPOpg8YoulP1iueWDiPm,2017-06-23,38,240367,0.692,0.0273,0.686,0.000343,0.104,0.932,-9.257,0.213,90.466,2,4,like
6,C.R.E.A.M. (Cash Rules Everything Around Me),Enter The Wu-Tang (36 Chambers) [Expanded Edition],Wu-Tang Clan,119c93MHjrDLJTApCVGpvx,1993-11-09,73,252026,0.512,0.555,0.514,0.00958,0.126,0.565,-11.562,0.387,181.033,11,4,like
7,Passin' Me By,Bizarre Ride II The Pharcyde,The Pharcyde,4G3dZN9o3o2X4VKwt4CLts,1992-11-24,67,303493,0.759,0.0903,0.756,2.36e-06,0.265,0.613,-8.145,0.266,87.059,4,4,like
8,MC's Act Like They Don't Know,KRS-One,KRS-One,0snDRsjNRMJhm7SVja8l6J,1995-10-10,55,295933,0.855,0.0101,0.798,0.000615,0.628,0.855,-4.018,0.237,90.429,1,4,like
9,Buggin' Out,The Low End Theory,A Tribe Called Quest,6GAemDMWAXa8wZOBkO1gar,1991-09-24,57,217466,0.887,0.114,0.419,0.268,0.129,0.576,-10.961,0.353,96.149,10,4,like
10,What's Up Fatlip?,The Loneliest Punk,Fatlip,5N5WZOiDFjoxfejS2CnEqM,2005,40,202266,0.791,0.0865,0.639,0.0,0.114,0.502,-3.009,0.335,169.942,8,1,like
